title	year	budget	length	rating	votes	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	mpaa	boxoffice	actor	actress	director	writer	Short	Drama	Comedy	Documentary	Adult	Action	Romance	Thriller	Animation	Family	Crime	Horror	Music	Adventure	Fantasy	Sci-Fi	Mystery	Biography	History	Sport	Musical	Western	War	Reality-TV	News	Talk-Show	Game-Show	Film-Noir	Lifestyle	Experimental	Erotica	Commercial
Cradle Will Rock	1999	32000000	132	6.9	7741	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	R	42061574	Yulin,Harris	Zucker,Alysia	Robbins,Tim(I)	Robbins,Tim(I)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crank	2006	12000000	93	7.0	172660	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	4.5	14.5	R	167005713	Young,Keone	Smart,Amy	Taylor,Brian(V)	Taylor,Brian(V)	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crank: High Voltage	2009	20000000	96	6.2	94328	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	34560577	Yuen,Galen	Weber,Holly(II)	Taylor,Brian(V)	Taylor,Brian(V)	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crash	1996	9000000	90	6.3	37584	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	R	15940355	StonehamJr.,John	Unger,DeborahKara	Cronenberg,David	Cronenberg,David	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crazy Eyes	2012	10000000	95	3.9	449	14.5	4.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	14.5		14827	Wise,Ray(I)	Zima,Madeline	Sherman,Adam(I)	Sherman,Adam(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crazy Heart	2009	7000000	112	7.3	58956	4.5	4.5	4.5	4.5	4.5	14.5	34.5	34.5	14.5	4.5	R	563104819	Zinn,Harry	Mansini,Debrianna	Cooper,Scott(III)	Cooper,Scott(III)	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crazy in Alabama	1999	15000000	111	6.3	5565	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	PG-13	4688755	Younger,Michael(I)	Zinser,Marion	Banderas,Antonio	Childress,Mark	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crazy, Stupid, Love.	2011	50000000	118	7.4	328524	4.5	4.5	4.5	4.5	4.5	14.5	24.5	34.5	14.5	4.5	PG-13	142851197	Wiggins,Andre	Yu,Tingting	Requa,John	Fogelman,Dan	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crazy/Beautiful	2001	14000000	135	6.5	20101	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	14.5	PG-13	131737850	Williams,Devon(I)	Sánchez,Virginia	Stockwell,John(I)	Manfredi,Matt(I)	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Creature	1985	750000	97	4.2	2079	4.5	14.5	14.5	24.5	14.5	14.5	4.5	4.5	4.5	4.5		4782000	Ward,Lyman(I)	Seeley,Eileen	Malone,William(I)	Reed,Alan(II)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Creature	2011	3000000	93	3.7	2290	14.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	R	327000	Vince,PruittTaylor	Warren,JenniferLynn	Andrews,Fred(III)	Morse,Tracy(I)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Creepozoids	1987	75000	69	3.3	1131	24.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	4.5		26266	Hawkins,RichardL.	Wilson,Joi	DeCoteau,David	Hauser,Buford	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Creepshow	1982	8000000	130	6.8	25631	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	4.5	14.5		19733000	Weaver,Fritz	Saraceni,IvaJean	Romero,GeorgeA.(I)	King,Stephen(I)	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Creepshow 2	1987	3500000	85	5.9	13914	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5		14000000	Wright,Tom(I)	Sonderegger,Shirley	Gornick,Michael	Romero,GeorgeA.(I)	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crime Spree	2003	10000000	95	6.5	4499	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	4.5	4.5	R	221665	Watson,Scott(III)	Wajnberg,Lory	Mirman,Brad	Mirman,Brad	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crimes and Misdemeanors	1989	19000000	104	8.0	37833	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5		18254702	Zion,JoelY.	Walters,Terry(I)	Allen,Woody	Allen,Woody	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crimes of the Heart	1986	20000000	100	6.4	2577	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5		113737906	Travis,GregoryEugene	Willard,Jean	Beresford,Bruce	Henley,Beth(I)	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crimewave	1985	3000000	83	5.8	3803	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5		355924	Youngblood,Hal(I)	Wilson,ShereeJ.	Raimi,Sam	Raimi,Sam	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crimson Tide	1995	53000000	116	7.3	72316	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	14.5	4.5	R	66000000	Zahn,Steve	Tortu,AngelaC.	Scott,Tony(I)	Schiffer,Michael	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Critical Care	1997	12000000	107	6.0	1331	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	271497	Wright,Jeffrey(I)	Sedgwick,Kyra	Lumet,Sidney	Schwartz,Steven(II)	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Critical Condition	1987	14000000	100	5.1	1921	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	4.5		20240502	Woodson,John(I)	Yenque,Teresa	Apted,Michael	Swyer,Alan	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Critters	1986	2000000	82	6.0	20989	4.5	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	4.5		13167232	Zane,Billy	Wallace,Dee(II)	Herek,Stephen	Opper,DonKeith	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Critters 2	1988	4500000	86	5.2	8981	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	4.5		3813293	Ursin,David	Ware,Herta	Garris,Mick	Twohy,David	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crocodile Dundee in Los Angeles	2001	21150000	92	4.8	17915	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	4.5	4.5	PG	360372703	Zitner,Alan	Waller,Marta	Wincer,Simon	Hogan,Paul(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cronos	1993	2000000	94	6.8	16942	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	4.5	4.5	R	621392	Álvarez,Javier(I)	Shanath,Tamara	delToro,Guillermo	delToro,Guillermo	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crooked Arrows	2012	13000000	105	6.0	1338	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	24.5	PG-13	10611635	Xifaras,William	Shonts,Amber	Rash,Steve	Riddell,Brad	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Crooklyn	1994	14000000	115	6.9	5406	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	PG-13	13640000	Zúñiga,José(I)	Woodard,Alfre	Lee,Spike	Lee,Spike	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cross Country	1983	2500000	95	4.7	85	4.5	4.5	24.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5		268650	Watt,Len	Williams,Jacklin	Lynch,Paul(I)	Kastle,Herbert	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crossfire	1947	250000	86	7.4	4700	4.5	4.5	4.5	4.5	4.5	14.5	34.5	34.5	14.5	4.5		1300000	Young,Robert(I)	White,Jacqueline(I)	Dmytryk,Edward	Paxton,John(I)	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Crossing Over	2009	25000000	140	6.8	18328	4.5	4.5	4.5	4.5	4.5	14.5	34.5	14.5	4.5	4.5	R	2582253	Young,Johnny(I)	Zara,Melody	Kramer,Wayne(I)	Kramer,Wayne(I)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crossover	2006	5600000	95	2.0	8540	64.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5	PG-13	24163889	WhitmoreII,PrestonA.	Wilson,Kristen(I)	WhitmoreII,PrestonA.	WhitmoreII,PrestonA.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cruel Intentions	1999	10500000	97	6.9	134836	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	R	75902208	Thomas,SeanPatrick	Witherspoon,Reese	Kumble,Roger	Laclos,Choderlosde	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cruel World	2005	2000000	88	3.9	1023	14.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	14.5	R	42072	Stuart,JamesPatrick	Ward,Susan(I)	Howard,KelseyT.	Murray,PaulT.	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crutch	2004	420000	88	5.6	548	14.5	4.5	4.5	4.5	14.5	14.5	4.5	4.5	4.5	24.5	R	29750	Schactman,Ken	Witt,Christy	Moretti,Rob	Moretti,Rob	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cry Freedom	1987	29000000	147	7.5	8905	4.5	4.5	4.5	4.5	4.5	14.5	24.5	34.5	14.5	14.5		5899797	Whelan,Gary(I)	Wilton,Penelope	Attenborough,Richard	Woods,Donald(III)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cry-Baby	1990	11000000	85	6.5	39341	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	14.5		8266343	Wheeler,Gary(I)	Yeaton,Greer	Waters,John(I)	Waters,John(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Cthulhu	2007	750000	100	4.7	1421	14.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	14.5	R	78807	Zeffren,Brad	Wood,Ruby	Gildark,Dan	Lovecraft,H.P.	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cujo	1983	5000000	93	6.0	22530	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5		21200000	Watson,Mills	Wallace,Dee(II)	Teague,Lewis(I)	King,Stephen(I)	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cupid	1997	900000	95	4.2	259	14.5	14.5	14.5	24.5	14.5	4.5	4.5	4.5	4.5	4.5	R	860000	Kriesa,Christopher	Thompson,Alina	Campbell,Doug(II)	Benullo,David	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Curly Sue	1991	25000000	101	5.6	14980	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5		33691313	Zajonc,Robert'BobbyZ'	Tarbuck,Barbara	Hughes,John(I)	Hughes,John(I)	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Curse of the Starving Class	1994	12577385	102	6.0	2208	14.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5	45.5	R	23988427	Woods,James(I)	Vise,Dea	McClary,J.Michael	Shepard,Sam	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cursed	2005	35000000	99	4.9	24099	4.5	4.5	14.5	14.5	24.5	14.5	14.5	4.5	4.5	4.5	R	214942744	Wiseass,Gary	Zeskind,Rachel	Craven,Wes	Williamson,Kevin(I)	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cutthroat Island	1995	98000000	124	5.6	19282	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	4.5	PG-13	10017322	Yulin,Harris	Pegler,Mary	Harlin,Renny	Norman,Marc	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyborg	1989	500000	86	5.0	21156	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5		10166459	Wilson,O.D.	Tew,SharonK.	Pyun,Albert	Chalmers,Kitty	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-Tox	2002	55000000	96	5.2	18047	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5	R	12832604	Wright,Jeffrey(I)	Zalduondo,Ruth	Gillespie,Jim(I)	Swindle,Howard	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-War	2007	70000000	107	3.6	20634	24.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	PG-13	53587404	Wiles,MichaelShamus	Silvia,Jane	Shim,Hyung-rae	Shim,Hyung-rae	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D.E.B.S.	2004	3500000	91	5.2	11207	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	4.5	14.5	PG-13	246034	Xavier,Ryan	Taylor,Holland	Robinson,Angela(III)	Robinson,Angela(III)	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOA: Dead or Alive	2006	21000000	87	4.8	36038	4.5	4.5	14.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	PG-13	1255651	White,Brian(XXXIV)	Wang,Ying(III)	Yuen,Corey	Lawton,J.F.	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dabangg	2010	9370000	126	6.3	15463	14.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	14.5		9705998	Zamir	Sinha,Sonakshi	Kashyap,Abhinav	Shukla,Dilip	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dabba	2013	1000000	104	7.8	21344	4.5	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	14.5	PG	45409515	Vossoaker,Sebastian	Vossoaker,Rosemary	Batra,Ritesh	Batra,Ritesh	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dad	1989	19000000	117	6.1	3381	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5		19738015	Wills,Terry	Walsh,Laura(I)	Goldberg,GaryDavid	Wharton,William	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dad for a Day	1939	20062	11	6.4	41	0	4.5	4.5	4.5	4.5	24.5	14.5	24.5	0	4.5		35405	Thomas,Billie'Buckwheat'	Treen,Mary(I)	Cahn,EdwardL.	McGowan,RobertA.	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daddy Day Camp	2007	6000000	89	2.8	11197	44.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5		113718042	Richey,Austin	Williams,Ginger(I)	Savage,Fred	Weiss,DavidN.	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daddy Day Care	2003	60000000	92	5.5	43137	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5	PG	52200000	Zander,Robin	Shafer,Alyssa	Carr,Steve(III)	Rodkey,Geoff	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daddy's Home	2010	1000000	90	5.4	26	34.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5	4.5	14.5		1012	Trevino,Sebastian	Trevino,Christina	Price,Justin(II)	Trevino,Christina	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daddy's Little Girls	2007	10000000	100	5.2	5556	24.5	4.5	4.5	4.5	4.5	14.5	14.5	4.5	4.5	24.5	PG-13	133500970	Young,L.Warren	Williams,Malinda	Perry,Tyler(I)	Perry,Tyler(I)	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dallas Buyers Club	2013	5000000	117	8.0	250373	4.5	4.5	4.5	4.5	4.5	4.5	14.5	44.5	24.5	14.5	R	55198285	Zahn,Steve	Wulff,Rachel	Vallée,Jean-Marc	Wallack,Melisa	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daltry Calhoun	2005	3000000	100	5.2	1877	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	4.5	PG-13	31895	Woodruff,Woody(II)	Wylie,Linda(I)	Bronson,KatrinaHolden	Bronson,KatrinaHolden	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Damaged Lives	1933	10000	61	4.7	80	14.5	4.5	14.5	14.5	24.5	4.5	14.5	4.5	4.5	4.5		1800000	Williams,Lyman	Sinclair,Diane(I)	Ulmer,EdgarG.	Ulmer,EdgarG.	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Damien: Omen II	1978	6800000	107	6.2	19365	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5		30399235	Whelehan,WilliamJ.	Sidney,Sylvia(I)	Taylor,Don(I)	Seltzer,David(I)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Damned River	1989	5000000	95	4.6	142	4.5	4.5	14.5	4.5	14.5	14.5	4.5	4.5	4.5	14.5		20585	vanNiekerk,Louis(II)	Sibanda,Maita	Schroeder,Michael(I)	Johnson,Bayard	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dan in Real Life	2007	25000000	98	6.8	80889	4.5	4.5	4.5	4.5	4.5	14.5	34.5	14.5	4.5	4.5	PG-13	67938171	Ådland,Kato	Wiest,Dianne	Hedges,Peter(II)	Hedges,Peter(II)	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dance Flick	2009	25000000	88	3.5	9586	24.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	4.5	PG-13	161468892	Ysais,Carey	Wayans,Kim	Wayans,DamienDante	Wayans,Shawn	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dancer in the Dark	2000	12800000	140	8.0	70066	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	24.5	R	40031879	Zimmermann,Timm	Watson,DianaG.L.	vonTrier,Lars	vonTrier,Lars	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Dances with Wolves	1990	19000000	236	8.0	161910	4.5	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	14.5		424200000	Wolfchild,SheldonPeters	McDonnell,Mary(I)	Costner,Kevin	Blake,Michael(I)	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Dancing Romeo	1944	27353	10	5.7	25	4.5	4.5	0	4.5	34.5	4.5	14.5	4.5	4.5	4.5		19584	Ward,Frank(II)	Lee,Valerie(I)	Endfield,Cy	McGowan,RobertA.	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dangerous Liaisons	1988	14000000	119	7.7	48289	4.5	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	14.5		34700000	Sheridan,Joe(I)	Thurman,Uma	Frears,Stephen	Laclos,Choderlosde	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dante's Peak	1997	116000000	108	5.8	54498	4.5	4.5	4.5	4.5	24.5	24.5	14.5	4.5	4.5	4.5	PG-13	178127760	Williams,Justin(I)	Stephens,Heather(I)	Donaldson,Roger	Bohem,Leslie	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dare Not Walk Alone	2006	120000	83	8.5	88	4.5	0	4.5	0	4.5	4.5	4.5	4.5	4.5	64.5		382539			Dean,Jeremy(II)		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daredevil	2003	78000000	133	5.4	150240	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5	R	179179718	Winther,JornH.	Wetzel,Nancy	Johnson,MarkSteven	Johnson,MarkSteven	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dark Angel	1990	7000000	91	6.0	6355	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5		7316980	Willis,Jack(I)	Savoy,Suzanne	Baxley,CraigR.	Tydor,Jonathan	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dark Blue	2002	15000000	118	6.7	15906	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	4.5	4.5	R	29285248	Wind,Timothy	Yu,Kaila	Shelton,Ron	Ellroy,James	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dark City	1998	27000000	111	7.8	139411	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5	R	27200316	Wenham,David	vanderVelden,Naomi	Proyas,Alex	Proyas,Alex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dark Horse	2011	2000000	86	5.9	3797	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5		917159	Wilkof,Lee	Young,Melisa	Solondz,Todd	Solondz,Todd	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dark Skies	2013	3500000	97	6.3	47959	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	PG-13	209112117	Wingate,Josh	Thurman,Annie	Stewart,Scott(XX)	Stewart,Scott(XX)	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dark Water	2005	30000000	103	5.5	41733	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5	PG-13	24010000	Scott,Dougray	Sealy-Smith,Alison	Salles,Walter	Yglesias,Rafael	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Darkman	1990	16000000	96	6.4	43338	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5		48878520	Young,CharlesW.	Moore,Maggie(I)	Raimi,Sam	Raimi,Sam	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Darkness	2002	10600000	88	5.4	15523	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	R	12241855	Wilson,Reg(I)	Paquin,Anna	Balagueró,Jaume	Tejada-Flores,Miguel	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
