title	year	budget	length	rating	votes	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	mpaa	boxoffice	actor	actress	director	writer	Short	Drama	Comedy	Documentary	Adult	Action	Romance	Thriller	Animation	Family	Crime	Horror	Music	Adventure	Fantasy	Sci-Fi	Mystery	Biography	History	Sport	Musical	Western	War	Reality-TV	News	Talk-Show	Game-Show	Film-Noir	Lifestyle	Experimental	Erotica	Commercial
The Avengers	2012	220000000	143	8.2	782851	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	24.5	PG-13	1518594910	Zielicke,Seth	Weston,Sandra	Whedon,Joss	Whedon,Joss	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Aviator	2004	110000000	170	7.5	225436	4.5	4.5	4.5	4.5	4.5	14.5	24.5	34.5	14.5	4.5	PG-13	213741459	Zafran,Jeremy	Wyatt,Deliene	Scorsese,Martin(I)	Logan,John(I)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Bachelor	1999	21000000	101	5.0	13740	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5	PG-13	272111755	Vargas,Gustavo(I)	Zellweger,Renée	Sinyor,Gary	Mitchell,JosephA.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Back-up Plan	2010	35000000	106	5.2	35391	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	PG-13	587172307	Whitehead,Wes(I)	Watkins,Michaela	Poul,Alan	Angelo,Kate	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Bad Lieutenant: Port of Call - New Orleans	2009	25000000	122	6.7	60204	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	R	18159646	Zimbrich,Michael	Tyler,Deneen	Herzog,Werner(I)	Lund,Zoë	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Bad and the Beautiful	1952	1558000	118	7.8	8705	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5		3373000	Yorke,Douglas	Verne,Kaaren	Minnelli,Vincente	Schnee,Charles	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Ballad of Cable Hogue	1970	3716946	121	7.4	5645	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5		5000000	Whitney,Peter(I)	Stevens,Stella(I)	Peckinpah,Sam	Penney,Edmund	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
The Ballad of Jack and Rose	2005	1500000	112	6.8	8782	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	R	6501393	McDonald,Ryan(XXVI)	Thompson,Susanna(I)	Miller,Rebecca(I)	Miller,Rebecca(I)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Banger Sisters	2002	10000000	98	5.6	11563	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5	R	38068353	Ware,Andre(I)	Sarandon,Susan	Dolman,Bob(I)	Dolman,Bob(I)	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Bank Job	2008	20000000	111	7.3	139744	4.5	4.5	4.5	4.5	4.5	14.5	34.5	34.5	4.5	4.5		326196390	Wright,Angus(I)	Taylor,Georgia	Donaldson,Roger	LaFrenais,Ian	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Barbarians	1987	4000000	87	4.8	2043	4.5	4.5	14.5	14.5	14.5	14.5	14.5	4.5	4.5	14.5		800000	Stefanelli,Benito	Starke,Pat	Deodato,Ruggero	Silke,JamesR.	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Bashful Bachelor	1942	165000	78	5.9	65	0	4.5	4.5	4.5	24.5	24.5	14.5	4.5	0	4.5		675000	Westerfield,James	Purdy,Constance	St.Clair,Malcolm	Sprague,Chandler	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Basket	1999	1300000	105	6.4	447	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	24.5	PG	24737105	Walter,Jess	Willenborg,Amber	Cowan,Rich(I)	Swoboda,Tessa	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Battle of Shaker Heights	2003	1000000	79	6.1	3520	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	14.5	PG-13	805114	Yohnka,Merritt	Winston,Hattie	Rankin,Kyle	Beeney,Erica	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Battle of the Sexes	1914	25000	50	6.3	32	4.5	4.5	4.5	4.5	4.5	24.5	24.5	4.5	4.5	14.5		480000	Valentino,Rudolph(I)	Tincher,Fay	Griffith,D.W.(I)	Goodman,DanielCarson	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Bear	1984	221000	110	6.0	242	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	14.5		11183251	York,JohnJ.	Thomas,Carmen(I)	Sarafian,RichardC.	Kane,Michael(I)	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
The Beast from 20,000 Fathoms	1953	210000	80	6.7	4120	4.5	4.5	4.5	4.5	14.5	24.5	34.5	14.5	4.5	4.5		5000000	Woodson,William	Raymond,Paula(I)	Lourié,Eugène	Smith,Robert(I)	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Beast of the City	1932	230000	86	7.0	657	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	4.5		202000	Wilson,Harry(I)	Wolbert,Dorothea	Brabin,Charles	Mahin,JohnLee	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
The Beastmaster	1982	8000000	90	6.1	13574	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5		44215915	Zormeier,Daniel	Tabet,Kim	Coscarelli,Don	Pepperman,Paul	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Beautician and the Beast	1997	16000000	105	5.2	5884	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	14.5	PG	121829419	Wrenn,Clyde	Zulo,Sharice	Kwapis,Ken	Graff,Todd	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Beautiful Blonde from Bashful Bend	1949	2260000	77	6.1	453	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5		1489000	Whiteford,Blackie	Windsor,Marie	Sturges,Preston	Sturges,Preston	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
The Beautiful Country	2004	6000000	128	7.5	3193	4.5	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	14.5	R	4215265	Tran,NgocHanh	Vu,Tang	Moland,HansPetter	Murray,Sabina	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Beaver	2011	21000000	91	6.7	35619	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	4.5	4.5	PG-13	4716027	Yelchin,Anton	Sugihara,Sakura	Foster,Jodie	Killen,Kyle(I)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Believer	2001	1500000	102	7.3	27500	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	R	4262671	Zane,Billy	Weiss,EileenB.(I)	Bean,Henry	Jacobson,Mark(III)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Belly of the Beast	2007	585000	100	7.9	1678	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5	64.5		1537392	Womack,Hunter	Vallellanes,Nelitza	Timbrook,Corbin(I)	Fitzpatrick,Jim(IV)	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Benchwarmers	2006	33000000	80	5.6	36392	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5	PG-13	325824482	Willig,Matthew	Wildman,BrittanyM.	Dugan,Dennis(I)	Swardson,Nick	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
The Best Exotic Marigold Hotel	2011	10000000	124	7.3	59741	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	PG-13	134388807	Wilson,Simon(III)	Wilton,Penelope	Madden,John(I)	Parker,Ol	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Best Little Whorehouse in Texas	1982	35000000	114	5.7	7012	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	4.5	14.5		69701637	Williams,LarryB.	Young,Robbin	Higgins,Colin(I)	Masterson,Peter(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
The Best Man	1999	9000000	120	6.6	5642	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	R	441686490	Williams,DonClark	Tillman,Nikki	Lee,MalcolmD.	Lee,MalcolmD.	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Best Man Holiday	2013	17000000	123	6.7	10036	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	24.5	R	71625195	Williams,Chris(XII)	Saunders,Yvette	Lee,MalcolmD.	Lee,MalcolmD.	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Bible: In the Beginning...	1966	18000000	174	6.1	2775	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	14.5		34900023	Steinpichler,Michael	Velinska,Elisabetta	Huston,John(I)	Welles,Orson	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Big Bounce	2004	50000000	88	4.9	14925	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	4.5	4.5	PG-13	41098938	Wilson,Owen(I)	Weidenbach,Lita	Armitage,George	Leonard,Elmore	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Big Doll House	1971	125000	95	6.0	1317	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5		10000000	Hill,Jack(I)	Woodell,Pat	Hill,Jack(I)	Spencer,Don(I)	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Big Green	1995	12000000	100	5.4	6032	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	4.5	PG	17725500	VanEaton,Ryan	Welch,Ashley(I)	Sloan,HollyGoldberg	Sloan,HollyGoldberg	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
The Big Hit	1998	13000000	91	6.1	23286	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	292777968	Woodbine,Bokeem	Rochon,Lela	Wong,Kirk	Ramsey,Ben(I)	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Big Lebowski	1998	15000000	117	8.2	443817	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	24.5	R	10300000	Voges,Torsten	Reid,Tara	Coen,Joel	Coen,Joel	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Big Parade	1925	245000	151	8.3	4445	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	34.5		22000000	Voss,Carl(I)	McDowell,Claire	Vidor,King	Vidor,King	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
The Big Picture	1989	5000000	100	6.3	3421	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5		117463	Zutaut,Brad	Wilson,Britta	Guest,Christopher(I)	Varhol,Michael	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Big Tease	1999	4000000	86	6.3	2086	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	1359216	Young,Lawrence(II)	York,Francine	Allen,Kevin(I)	Gervasi,Sacha	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Big Wedding	2013	35000000	89	5.6	31510	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5	R	189069161	Worley,Seth(II)	Worley,Alissa	Zackham,Justin	Zackham,Justin	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Big Year	2011	41000000	100	6.2	30769	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	PG	58865606	Worthy,Calum	Williams,JoBeth	Frankel,David(I)	Obmascik,Mark	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Birdcage	1996	31000000	117	6.9	56159	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	4.5	14.5	R	989587128	Woods,Rayder(I)	Wiest,Dianne	Nichols,Mike(I)	Veber,Francis	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Birds	1963	2500000	119	7.8	111228	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5		11403529	Weaver,Doodles	Wilson,Elizabeth(I)	Hitchcock,Alfred(I)	Hunter,Evan(I)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Birth of a Nation	1915	110000	193	6.9	14998	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	14.5		22000000	Wilson,Tom(I)	Wynn,Mary(I)	Griffith,D.W.(I)	Woods,FrankE.	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
The Black Cat	1934	95745	65	7.2	5366	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5		236000	Weigel,Paul	Terry,Peggy(I)	Ulmer,EdgarG.	Ulmer,EdgarG.	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Black Cauldron	1985	44000000	80	6.4	18864	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	PG	203449465	Renaday,Peter	Sheridan,Susan(I)	Rich,Richard	Young,Peter(III)	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Black Dahlia	2006	50000000	121	5.6	59245	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	4.5	R	114978520	Thomas,Todd(IV)	Swank,Hilary	DePalma,Brian	Friedman,Josh(I)	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Black Hole	1979	20000000	98	5.9	16922	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5		35841901	Schell,Maximilian	Mimieux,Yvette	Nelson,Gary(I)	Rosebrook,Jeb	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Black Stallion	1979	2700000	118	7.4	7692	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5		37799643	Trieste,Leopoldo	Vigard,Kristen	Ballard,Carroll	Wittliff,WilliamD.	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
The Black Watch	1929	400000	93	5.9	161	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5		800000	Wayne,John(I)	Tovar,Lupita	Ford,John(I)	Stone,John(I)	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Black Waters of Echo's Pond	2009	5000000	89	4.4	760	14.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	14.5	R	224409	Walton,M.D.	Stensland,Julie	Bologna,Gabriel	Clark,Sean(VI)	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Blair Witch Project	1999	60000	81	6.4	166606	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	14.5	R	108100000	Williams,MichaelC.	Sánchez,Sandra(II)	Sánchez,Eduardo(II)	Sánchez,Eduardo(II)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Blind Side	2009	29000000	129	7.7	185422	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5	PG-13	309208309	Young,L.Warren	Wright,Christel	Hancock,JohnLee	Lewis,Michael(XII)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
The Bling Ring	2013	15000000	90	5.6	56628	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5	R	52074836	Yo,Michael	Watson,Emma(II)	Coppola,Sofia	Sales,NancyJo	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Blob	1988	19000000	95	6.3	20210	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5		8247943	Weininger,David	Vincent,Teddy(I)	Russell,Chuck(I)	Simonson,Theodore	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Blue Bird	1976	12000000	99	5.4	684	14.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	4.5	14.5		887000	Warner,Steven(I)	Washbourne,Mona	Cukor,George	Whitemore,Hugh	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Blue Elephant	2014	3500000	170	8.5	15202	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5	64.5		3150000	Shahin,Mohamed	Reda,Sherin	Hamed,Marwan	Mourad,Ahmed	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Blue Lagoon	1980	4500000	104	5.6	45212	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	4.5		58853106	Timmerman,Chad(I)	Shields,Brooke	Kleiser,Randal	Stewart,DouglasDay	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Blues Brothers	1980	27000000	148	8.0	125289	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5		115229890	Williams,Steven(I)	Wells,Sheilah	Landis,John(I)	Landis,John(I)	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Bodyguard	1992	25000000	129	6.1	77693	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	289000000	Zabrosky,Joseph	Whitaker,Nita	Jackson,Mick(I)	Kasdan,Lawrence	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Bone Collector	1999	48000000	118	6.6	103903	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	4.5	4.5	R	1352472780	Zeman,Richard	Stewart,Sylvia(I)	Noyce,Phillip	Iacone,Jeremy	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Bonfire of the Vanities	1990	47000000	125	5.4	16300	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5	R	15691192	Zully,StewartJ.	Winston,Adina	DePalma,Brian	Wolfe,Tom(I)	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Boogey Man	1980	300000	85	4.3	2449	14.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5		35000000	Wright,Jay(I)	Ziesing,Lucinda	Lommel,Ulli	Love,Suzanna	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Book of Eli	2010	80000000	118	6.9	195777	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	R	157107755	Williams,Thom(II)	Silvestri,Karin	Hughes,Allen	Whitta,Gary	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Book of Life	2014	50000000	95	7.3	21594	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	PG	150274345	Warner,Aron	Zalduondo,Ruth	Gutiérrez,JorgeR.(II)	Langdale,Douglas	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Book of Mormon Movie, Volume 1: The Journey	2003	2000000	120	3.2	389	44.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5	PG-13	34529162	Utley,Brooks	Wilson,SherylLee	Rogers,Gary(III)	Rogers,Gary(III)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Boondock Saints	1999	7000000	108	7.9	184284	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5	R	25812	Young,William(IV)	Sorell,Gina	Duffy,Troy	Duffy,Troy	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Boondock Saints II: All Saints Day	2009	8000000	138	6.4	47976	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	14.5	R	105090688	Wright,Jeremy(I)	Tuscano,Kimberly	Duffy,Troy	Duffy,Troy	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Boost	1988	8000000	95	6.0	1404	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5		784990	Woods,James(I)	Zabriskie,Grace	Becker,Harold	Stein,Ben(I)	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Border	1982	22000000	108	6.4	3906	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5		11410169	Zizik,Joe	Wilcox,Shannon(I)	Richardson,Tony(I)	Washburn,Deric	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Born Losers	1967	360000	113	6.0	1397	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	14.5		53071946	WellmanJr.,William	Winfield,Susan	Laughlin,Tom(I)	James,Elizabeth(I)	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Borrowers	1997	29000000	89	5.8	14781	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5	PG	24000000	Winter,Alex(I)	Wax,Ruby	Hewitt,Peter(I)	Scott,Gavin	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Boss	2005	1500000	9	8.1	37	14.5	0	4.5	4.5	4.5	4.5	4.5	4.5	0	64.5		4900000	Jameson,Steve(I)	Bukovics,Edith	Guitron,Eme	Jameson,Joey	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Bounty	1984	25000000	132	7.0	15761	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	4.5		8600000	Wilde,Andrew(I)	Vernette,Tevaite	Donaldson,Roger	Hough,Richard	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
The Bourne Identity	2002	60000000	119	7.9	343359	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5	PG-13	214034224	Williams,Houston(I)	Thynne,Katie	Liman,Doug	Ludlum,Robert	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Bourne Legacy	2012	125000000	135	6.7	195993	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	4.5	4.5	PG-13	276144750	Zalamea,Alvin	Ysla,Julie	Gilroy,Tony(I)	Gilroy,Tony(I)	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Bourne Supremacy	2004	75000000	108	7.8	290633	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5	PG-13	288500217	Wolf-Schönburg,Stephan	Weis,Marina(I)	Greengrass,Paul	Ludlum,Robert	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
